FILE: acculturation.XPT
------------------------------------------------------------
SHAPE: (11372, 5)
COLUMNS: ['SEQN', 'ACD010A', 'ACD010B', 'ACD010C', 'ACD040']
SEQN present: YES

Missing %:
SEQN        0.00
ACD010A    24.38
ACD010B    99.77
ACD010C    93.94
ACD040     79.56

Full DataFrame Preview:
           SEQN  ACD010A  ACD010B  ACD010C  ACD040
559    130962.0      1.0      NaN      NaN     NaN
560    130963.0      NaN      NaN      NaN     1.0
561    130964.0      1.0      NaN      NaN     NaN
562    130965.0      1.0      NaN      NaN     NaN
563    130966.0      1.0      NaN      NaN     NaN
564    130967.0      1.0      NaN      9.0     NaN
565    130968.0      NaN      NaN      NaN     5.0
566    130969.0      NaN      NaN      NaN     3.0
567    130970.0      1.0      NaN      NaN     NaN
568    130971.0      1.0      NaN      NaN     NaN
569    130972.0      1.0      NaN      NaN     NaN
570    130973.0      1.0      NaN      NaN     NaN
571    130974.0      NaN      NaN      NaN     1.0
572    130975.0      1.0      NaN      NaN     NaN
573    130976.0      NaN      NaN      NaN     4.0
574    130977.0      1.0      NaN      NaN     NaN
575    130978.0      1.0      NaN      NaN     NaN
576    130979.0      1.0      NaN      NaN     NaN
577    130980.0      1.0      NaN      NaN     NaN
578    130981.0      NaN      NaN      NaN     2.0
579    130982.0      1.0      NaN      NaN     NaN
580    130983.0      1.0      NaN      NaN     NaN
581    130984.0      1.0      NaN      NaN     NaN
582    130985.0      1.0      NaN      NaN     NaN
583    130986.0      1.0      NaN      NaN     NaN
584    130987.0      NaN      NaN      NaN     5.0
585    130988.0      1.0      NaN      NaN     NaN
586    130990.0      1.0      NaN      NaN     NaN
587    130991.0      1.0      NaN      NaN     NaN
588    130992.0      1.0      NaN      NaN     NaN
589    130993.0      1.0      NaN      NaN     NaN
590    130994.0      NaN      NaN      NaN     1.0
591    130995.0      NaN      NaN      NaN     5.0
592    130996.0      1.0      NaN      NaN     NaN
593    130997.0      1.0      NaN      NaN     NaN
594    130998.0      1.0      NaN      NaN     NaN
595    130999.0      1.0      NaN      NaN     NaN
596    131000.0      NaN      NaN      NaN     2.0
597    131001.0      1.0      NaN      NaN     NaN
598    131002.0      1.0      NaN      NaN     NaN
599    131003.0      1.0      NaN      NaN     NaN
600    131004.0      NaN      NaN      NaN     2.0
601    131005.0      1.0      NaN      NaN     NaN
602    131006.0      1.0      NaN      NaN     NaN
603    131007.0      NaN      NaN      NaN     4.0
604    131008.0      NaN      NaN      9.0     NaN
605    131009.0      NaN      NaN      NaN     3.0
606    131010.0      1.0      NaN      NaN     NaN
607    131011.0      NaN      NaN      9.0     NaN
608    131012.0      1.0      NaN      NaN     NaN
609    131013.0      1.0      NaN      NaN     NaN
610    131014.0      1.0      NaN      NaN     NaN
611    131015.0      1.0      NaN      NaN     NaN
612    131016.0      1.0      NaN      NaN     NaN
613    131017.0      1.0      NaN      NaN     NaN
614    131018.0      NaN      NaN      NaN     5.0
615    131019.0      1.0      NaN      NaN     NaN
616    131020.0      1.0      NaN      NaN     NaN
617    131021.0      1.0      NaN      NaN     NaN
618    131022.0      1.0      NaN      NaN     NaN
619    131023.0      1.0      NaN      NaN     NaN
620    131024.0      1.0      NaN      NaN     NaN
621    131025.0      1.0      NaN      NaN     NaN
622    131026.0      1.0      NaN      NaN     NaN
623    131027.0      1.0      NaN      NaN     NaN
624    131028.0      1.0      NaN      NaN     NaN
625    131029.0      NaN      NaN      NaN     2.0
626    131030.0      1.0      NaN      NaN     NaN
627    131031.0      1.0      NaN      NaN     NaN
628    131032.0      1.0      NaN      NaN     NaN
629    131033.0      1.0      NaN      NaN     NaN
630    131034.0      1.0      NaN      NaN     NaN
631    131035.0      NaN      NaN      NaN     5.0
632    131036.0      NaN      NaN      NaN     1.0
633    131037.0      1.0      NaN      NaN     NaN
634    131038.0      NaN      NaN      NaN     4.0
635    131039.0      1.0      NaN      NaN     NaN
636    131040.0      1.0      NaN      NaN     NaN
637    131041.0      1.0      NaN      NaN     NaN
638    131042.0      1.0      NaN      NaN     NaN
639    131044.0      1.0      NaN      NaN     NaN
640    131045.0      1.0      NaN      NaN     NaN
641    131046.0      1.0      NaN      NaN     NaN
642    131047.0      1.0      NaN      9.0     NaN
643    131048.0      1.0      NaN      NaN     NaN
644    131049.0      1.0      NaN      9.0     NaN
645    131050.0      1.0      NaN      NaN     NaN
646    131051.0      1.0      NaN      NaN     NaN
647    131052.0      NaN      NaN      9.0     NaN
648    131053.0      1.0      NaN      NaN     NaN
649    131054.0      1.0      NaN      NaN     NaN
650    131055.0      1.0      NaN      NaN     NaN
651    131056.0      1.0      NaN      NaN     NaN
652    131057.0      1.0      NaN      NaN     NaN
653    131058.0      NaN      NaN      9.0     NaN
654    131059.0      NaN      NaN      9.0     NaN
655    131060.0      1.0      NaN      NaN     NaN
656    131061.0      1.0      NaN      NaN     NaN
657    131062.0      1.0      NaN      NaN     NaN
658    131063.0      NaN      NaN      NaN     5.0
659    131064.0      NaN      NaN      NaN     3.0
660    131065.0      1.0      NaN      NaN     NaN
661    131066.0      1.0      NaN      NaN     NaN
662    131067.0      1.0      NaN      NaN     NaN
663    131068.0      NaN      NaN      NaN     5.0
664    131069.0      1.0      NaN      NaN     NaN
665    131070.0      NaN      NaN      NaN     1.0
666    131072.0      NaN      NaN      NaN     2.0
667    131073.0      1.0      NaN      NaN     NaN
668    131074.0      1.0      NaN      NaN     NaN
669    131075.0      1.0      NaN      NaN     NaN
670    131076.0      NaN      NaN      NaN     4.0
671    131077.0      1.0      NaN      NaN     NaN
672    131078.0      NaN      NaN      NaN     NaN
673    131079.0      1.0      NaN      NaN     NaN
674    131080.0      1.0      NaN      NaN     NaN
675    131081.0      1.0      8.0      NaN     NaN
676    131082.0      1.0      NaN      NaN     NaN
677    131083.0      NaN      NaN      NaN     4.0
678    131084.0      1.0      NaN      NaN     NaN
679    131085.0      1.0      NaN      NaN     NaN
680    131086.0      NaN      NaN      NaN     3.0
681    131087.0      NaN      NaN      9.0     NaN
682    131088.0      1.0      NaN      NaN     NaN
683    131090.0      1.0      NaN      NaN     NaN
684    131091.0      1.0      NaN      NaN     NaN
685    131092.0      1.0      NaN      NaN     NaN
686    131093.0      NaN      NaN      NaN     3.0
687    131094.0      1.0      NaN      NaN     NaN
688    131095.0      1.0      NaN      NaN     NaN
689    131096.0      1.0      NaN      NaN     NaN
690    131097.0      1.0      NaN      NaN     NaN
691    131098.0      NaN      NaN      NaN     1.0
692    131099.0      1.0      NaN      NaN     NaN
693    131100.0      NaN      NaN      NaN     1.0
694    131102.0      1.0      NaN      NaN     NaN
695    131103.0      NaN      NaN      NaN     5.0
696    131104.0      1.0      NaN      NaN     NaN
697    131106.0      1.0      NaN      NaN     NaN
698    131107.0      1.0      NaN      NaN     NaN
699    131108.0      1.0      NaN      NaN     NaN
700    131109.0      1.0      NaN      NaN     NaN
701    131110.0      1.0      NaN      NaN     NaN
702    131111.0      1.0      NaN      NaN     NaN
703    131112.0      1.0      NaN      NaN     NaN
704    131113.0      1.0      NaN      NaN     NaN
705    131114.0      1.0      NaN      NaN     NaN
706    131115.0      1.0      NaN      NaN     NaN
707    131116.0      1.0      NaN      NaN     NaN
708    131117.0      1.0      NaN      NaN     NaN
709    131118.0      1.0      NaN      NaN     NaN
710    131119.0      1.0      NaN      NaN     NaN
711    131120.0      NaN      NaN      NaN     2.0
712    131121.0      1.0      NaN      NaN     NaN
713    131122.0      1.0      NaN      NaN     NaN
714    131124.0      1.0      NaN      NaN     NaN
715    131126.0      1.0      NaN      NaN     NaN
716    131127.0      1.0      NaN      NaN     NaN
717    131128.0      1.0      NaN      NaN     NaN
718    131129.0      1.0      NaN      NaN     NaN
719    131130.0      1.0      NaN      NaN     NaN
720    131131.0      1.0      NaN      NaN     NaN
721    131132.0      1.0      NaN      NaN     NaN
722    131134.0      1.0      NaN      NaN     NaN
723    131135.0      1.0      NaN      NaN     NaN
724    131136.0      1.0      NaN      NaN     NaN
725    131137.0      NaN      NaN      NaN     5.0
726    131138.0      NaN      NaN      NaN     1.0
727    131139.0      1.0      NaN      NaN     NaN
728    131140.0      1.0      NaN      NaN     NaN
729    131141.0      1.0      NaN      NaN     NaN
730    131142.0      NaN      NaN      NaN     4.0
731    131143.0      1.0      NaN      NaN     NaN
732    131144.0      1.0      NaN      NaN     NaN
733    131145.0      1.0      NaN      NaN     NaN
734    131146.0      1.0      NaN      NaN     NaN
735    131147.0      NaN      NaN      9.0     NaN
736    131148.0      1.0      NaN      NaN     NaN
737    131149.0      NaN      NaN      9.0     NaN
738    131150.0      1.0      NaN      NaN     NaN
739    131151.0      1.0      NaN      NaN     NaN
740    131152.0      1.0      NaN      NaN     NaN
741    131153.0      1.0      NaN      NaN     NaN
742    131154.0      1.0      NaN      NaN     NaN
743    131155.0      1.0      NaN      NaN     NaN
744    131156.0      NaN      NaN      NaN     4.0
745    131157.0      1.0      NaN      NaN     NaN
746    131158.0      1.0      NaN      NaN     NaN
747    131159.0      NaN      NaN      NaN     1.0
748    131160.0      1.0      NaN      NaN     NaN
749    131161.0      1.0      NaN      NaN     NaN
750    131162.0      1.0      NaN      NaN     NaN
751    131163.0      1.0      NaN      NaN     NaN
752    131164.0      NaN      NaN      NaN     5.0
753    131165.0      1.0      NaN      NaN     NaN
754    131166.0      NaN      NaN      NaN     3.0
755    131168.0      NaN      NaN      NaN     3.0
756    131169.0      1.0      NaN      NaN     NaN
757    131170.0      1.0      NaN      NaN     NaN
758    131171.0      1.0      NaN      NaN     NaN
759    131172.0      NaN      NaN      9.0     NaN
760    131173.0      1.0      NaN      NaN     NaN
761    131174.0      1.0      NaN      NaN     NaN
762    131175.0      1.0      NaN      NaN     NaN
763    131177.0      1.0      NaN      NaN     NaN
764    131178.0      1.0      NaN      NaN     NaN
765    131179.0      1.0      NaN      NaN     NaN
766    131180.0      NaN      NaN      NaN     2.0
767    131181.0      1.0      NaN      NaN     NaN
768    131182.0      NaN      NaN      NaN     4.0
769    131183.0      1.0      NaN      NaN     NaN
770    131184.0      1.0      NaN      NaN     NaN
771    131185.0      1.0      NaN      NaN     NaN
772    131186.0      NaN      NaN      NaN     1.0
773    131187.0      NaN      NaN      NaN     2.0
774    131188.0      1.0      NaN      NaN     NaN
775    131189.0      NaN      NaN      NaN     3.0
776    131190.0      1.0      NaN      NaN     NaN
777    131191.0      1.0      NaN      NaN     NaN
778    131192.0      NaN      NaN      NaN     2.0
779    131193.0      1.0      NaN      NaN     NaN
780    131194.0      1.0      NaN      NaN     NaN
781    131195.0      1.0      NaN      NaN     NaN
782    131196.0      NaN      NaN      NaN     5.0
783    131197.0      1.0      NaN      NaN     NaN
784    131199.0      1.0      NaN      NaN     NaN
785    131200.0      1.0      NaN      NaN     NaN
786    131201.0      1.0      NaN      NaN     NaN
787    131202.0      1.0      NaN      NaN     NaN
788    131203.0      1.0      NaN      NaN     NaN
789    131204.0      NaN      NaN      9.0     NaN
790    131205.0      1.0      NaN      NaN     NaN
791    131207.0      NaN      NaN      9.0     NaN
792    131208.0      1.0      NaN      NaN     NaN
793    131209.0      NaN      NaN      NaN     3.0
794    131210.0      1.0      NaN      NaN     NaN
795    131211.0      1.0      NaN      NaN     NaN
796    131213.0      1.0      NaN      NaN     NaN
797    131214.0      1.0      NaN      NaN     NaN
798    131215.0      1.0      NaN      NaN     NaN
799    131216.0      NaN      NaN      NaN     2.0
800    131217.0      1.0      NaN      9.0     NaN
801    131218.0      1.0      NaN      NaN     NaN
802    131219.0      1.0      NaN      NaN     NaN
803    131220.0      1.0      NaN      NaN     NaN
804    131221.0      1.0      NaN      NaN     NaN
805    131222.0      1.0      NaN      NaN     NaN
806    131224.0      1.0      NaN      NaN     NaN
807    131225.0      1.0      NaN      NaN     NaN
808    131226.0      1.0      NaN      NaN     NaN
809    131227.0      1.0      NaN      NaN     NaN
810    131228.0      1.0      NaN      NaN     NaN
811    131229.0      1.0      NaN      NaN     NaN
812    131230.0      1.0      NaN      NaN     NaN
813    131232.0      NaN      NaN      NaN     3.0
814    131233.0      1.0      NaN      NaN     NaN
815    131234.0      1.0      NaN      NaN     NaN
816    131235.0      1.0      NaN      NaN     NaN
817    131236.0      NaN      NaN      9.0     NaN
818    131238.0      1.0      NaN      NaN     NaN
819    131239.0      1.0      NaN      NaN     NaN
820    131240.0      NaN      NaN      NaN     1.0
821    131241.0      1.0      NaN      NaN     NaN
822    131242.0      1.0      NaN      NaN     NaN
823    131243.0      NaN      NaN      9.0     NaN
824    131244.0      1.0      NaN      NaN     NaN
825    131245.0      1.0      NaN      NaN     NaN
826    131246.0      NaN      NaN      NaN     1.0
827    131247.0      1.0      NaN      NaN     NaN
828    131248.0      1.0      NaN      NaN     NaN
829    131249.0      1.0      NaN      NaN     NaN
830    131250.0      1.0      NaN      NaN     NaN
831    131251.0      1.0      NaN      NaN     NaN
832    131252.0      1.0      NaN      NaN     NaN
833    131253.0      1.0      NaN      NaN     NaN
834    131254.0      1.0      NaN      NaN     NaN
835    131255.0      1.0      NaN      NaN     NaN
836    131256.0      1.0      NaN      NaN     NaN
837    131257.0      1.0      NaN      NaN     NaN
838    131258.0      1.0      NaN      NaN     NaN
839    131259.0      1.0      NaN      NaN     NaN
840    131260.0      1.0      NaN      NaN     NaN
841    131262.0      1.0      NaN      NaN     NaN
842    131263.0      1.0      NaN      NaN     NaN
843    131264.0      1.0      NaN      NaN     NaN
844    131266.0      1.0      NaN      NaN     NaN
845    131267.0      1.0      NaN      NaN     NaN
846    131268.0      1.0      NaN      NaN     NaN
847    131269.0      1.0      NaN      NaN     NaN
848    131270.0      1.0      NaN      NaN     NaN
849    131271.0      1.0      NaN      NaN     NaN
850    131272.0      1.0      NaN      NaN     NaN
851    131273.0      1.0      NaN      NaN     NaN
852    131274.0      1.0      NaN      NaN     NaN
853    131275.0      1.0      NaN      NaN     NaN
854    131277.0      1.0      NaN      NaN     NaN
855    131278.0      NaN      NaN      NaN     2.0
856    131279.0      1.0      NaN      NaN     NaN
857    131280.0      1.0      NaN      NaN     NaN
858    131281.0      1.0      NaN      NaN     NaN
859    131282.0      1.0      NaN      NaN     NaN
860    131283.0      1.0      NaN      NaN     NaN
861    131284.0      NaN      NaN      NaN     4.0
862    131285.0      1.0      NaN      NaN     NaN
863    131287.0      1.0      NaN      NaN     NaN
864    131288.0      NaN      NaN      NaN     3.0
865    131289.0      1.0      NaN      NaN     NaN
866    131290.0      1.0      NaN      NaN     NaN
867    131291.0      1.0      NaN      NaN     NaN
868    131292.0      1.0      NaN      NaN     NaN
869    131293.0      NaN      NaN      NaN     1.0
870    131294.0      1.0      NaN      NaN     NaN
871    131295.0      1.0      NaN      NaN     NaN
872    131296.0      NaN      NaN      9.0     NaN
873    131297.0      1.0      NaN      NaN     NaN
874    131298.0      1.0      NaN      NaN     NaN
875    131299.0      1.0      NaN      NaN     NaN
876    131300.0      1.0      NaN      NaN     NaN
877    131301.0      1.0      NaN      NaN     NaN
878    131302.0      NaN      NaN      NaN     3.0
879    131303.0      1.0      NaN      NaN     NaN
880    131304.0      NaN      NaN      NaN     3.0
881    131305.0      1.0      NaN      NaN     NaN
